Product ID,Release,Product Position,section,terms,sku,name,description,Seasonal,Promotion,price,Sales Volume
166345,3/15/2023,Aisle,MAN,jackets,322929313-802-97,HOODED KNIT CARDIGAN,Cotton knit jacket. Hooded collar and long sleeves. Rib trim. Front pouch pockets. Rib trim. Front zip closure.,Yes,No,$69.90 ,1135
,,,,,,,,,,,
147051,3/14/2024,Front of Store,MAN,jackets,320278659-251-2,QUILTED STRUCTURED OVERSHIRT,Regular fit overshirt with quilted interior. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and welt pockets at hip. Front button closure.,No,No,$109.00 ,2325
186681,10/24/2023,End-cap,MAN,jackets,267133943-711-2,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,Yes,No,$19.99 ,1717
161909,10/4/2023,Aisle,MAN,jackets,315529534-705-3,LEATHER JACKET,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,No,Yes,$299.00 ,1290
163982,10/27/2023,Front of Store,MAN,t-shirts,318209963-800-2,FAUX LEATHER JACKET,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,No,No,$69.90 ,2685
143231,8/23/2023,Aisle,MAN,jackets,311297745-800-2,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,No,No,$89.90 ,2578
130321,12/18/2022,End-cap,MAN,t-shirts,320071210-802-2,ABSTRACT PRINT KNIT T-SHIRT,Cotton knit T-shirt. Round neck and short sleeves.,No,Yes,$39.90 ,2093
158781,11/16/2023,End-cap,MAN,jackets,318209963-800-2,FAUX SUEDE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves. Chest patch pocket. Front snap button closure.,Yes,Yes,$69.90 ,2443
152174,11/28/2023,End-cap,MAN,jackets,317012940-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.,No,No,$99.90 ,2226
152723,6/7/2023,Aisle,MAN,jackets,316683359-818-2,LONGLINE QUILTED JACKET,Parka made of technical fabric with padded interior. High collar with removable hood. Long sleeves with interior elastic cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Adjustable interior waistband with drawstring. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,Yes,No,$169.00 ,2849
133078,6/27/2023,Aisle,MAN,jackets,311302424-409-2,PADDED BOMBER JACKET,Jacket made of technical fabric with lightly padded interior. Rib elastic collar and long sleeves. Zip pockets at hip. Elastic hem. Front zip closure.,Yes,No,$69.90 ,2535
120354,7/13/2023,Aisle,MAN,shoes,311282293-131-39,DOUBLE STRAP SUEDE SANDALS,Sandals. Made of leather with a suede finish. Two wide straps at instep with buckles. Insole with anatomical shaped footbed. Welt around upper. Chunky lug soles.,No,Yes,$59.90 ,2836
134763,9/29/2023,Front of Store,MAN,jackets,315947178-800-2,PADDED BOMBER JACKET,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,Yes,No,$89.90 ,2048
123230,2/27/2023,Aisle,MAN,jackets,324027512-064-2,STRIPED TEXTURED OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,Yes,No,$69.90 ,880
167599,4/15/2023,Aisle,MAN,shoes,311292644-400-39,SUEDE RETRO SNEAKERS,Sneakers. Made of leather. Combination of finishes and materials at upper. Lacing with seven pairs of eyelets. Chunky sole in a combination of colors. Retro-inspired design.,No,No,$59.90 ,1500
117065,4/15/2023,Aisle,MAN,jackets,328616906-712-2,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,Yes,Yes,$109.00 ,758
194915,3/9/2023,Aisle,MAN,jackets,311282298-099-2,REVERSIBLE PLAID OVERSHIRT,Relaxed fit reversible overshirt. Italian collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,No,Yes,$79.90 ,1796
187930,8/3/2023,End-cap,MAN,jackets,324149982-982-2,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,Yes,No,$89.90 ,706
148888,1/4/2024,Front of Store,MAN,jackets,316207898-712-2,RIB COLLAR JACKET,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,No,No,$169.00 ,2774
150953,12/27/2022,Front of Store,WOMAN,sweaters,317331009-312-2,BASIC FOIL KNIT SWEATER,Round neck long sleeve sweater. Rib trim.,Yes,Yes,$35.90 ,2434
137990,8/4/2023,Aisle,MAN,jackets,276213846-500-2,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,No,No,$29.99 ,2929
118569,1/7/2023,Aisle,WOMAN,sweaters,313890645-330-2,ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER,Sweater made with 31% wool and 28% alpaca. Round neck and long sleeves.,Yes,No,$49.90 ,994
199279,12/1/2022,Aisle,MAN,jackets,267186163-643-2,HOODED TECHNICAL JACKET,Jacket made of technical fabric with brushed interior. High collar with adjustable hood. Long sleeves with cuffs and adhesive straps. Zip pockets at chest and hip. Front zip closure.,No,No,$19.99 ,1770
167592,4/19/2023,Front of Store,MAN,jackets,312320664-251-2,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,No,Yes,$89.90 ,707
166345,3/15/2023,Aisle,MAN,jackets,322929313-802-97,HOODED KNIT CARDIGAN,Cotton knit jacket. Hooded collar and long sleeves. Rib trim. Front pouch pockets. Rib trim. Front zip closure.,Yes,No,$69.90 ,1135
174412,11/29/2023,Aisle,MAN,jackets,311282759-806-2,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,Yes,No,$169.00 ,1796
148230,5/10/2023,Front of Store,WOMAN,sweaters,321480271-802-2,JEWEL KNIT SWEATER,Round neck sweater with jewel appliqués and long sleeves. Back opening with button closure.,No,Yes,$59.90 ,2494
144651,1/8/2024,Aisle,MAN,t-shirts,312571093-710-2,DENIM BOMBER JACKET,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,No,Yes,$139.00 ,1791
122926,7/16/2023,End-cap,WOMAN,sweaters,319465261-800-2,KNIT V-NECK SWEATER,V-neck sweater with long sleeves. Rib trim.,No,No,$45.90 ,867
188771,10/11/2023,Aisle,MAN,jackets,324052738-800-46,TUXEDO JACKET,Straight fit blazer. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Central back vent at hem. Front button closure.,No,No,$169.00 ,654
153997,8/14/2023,End-cap,WOMAN,sweaters,318131967-800-2,KNIT PEARL SWEATER,Round neck long sleeve sweater. Tonal pearl appliqués and open back with tie.,Yes,No,$45.90 ,1608
,,,,,,,,,,,
163234,9/30/2023,Front of Store,MAN,jackets,322972491-800-2,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,No,No,$89.90 ,1633
152563,5/10/2023,Front of Store,WOMAN,sweaters,313890686-731-2,CASHMERE BLEND KNIT SWEATER,Sweater made with 95% cashmere. V-neck and long sleeves. Rib trim.,Yes,No,$169.00 ,2572
134104,12/30/2022,End-cap,MAN,jackets,313027279-800-2,OVERSHIRT,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,Yes,No,$59.90 ,1466
136272,7/17/2023,End-cap,MAN,sweaters,267195405-500-3,PURL KNIT SWEATER,High collar sweater with front zipper. Long sleeves. Rib trim.,Yes,No,$12.99 ,2887
127478,1/23/2023,Front of Store,MAN,jackets,328594167-800-46,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,Yes,No,$129.00 ,2498
123824,10/14/2023,Aisle,MAN,jackets,322901350-800-46,WOOL BLEND SUIT JACKET,,No,Yes,$169.00 ,2277
127296,7/5/2023,Aisle,MAN,jackets,320220949-507-2,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,No,No,$169.00 ,1165
140727,9/16/2023,End-cap,MAN,jackets,312372582-526-2,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,Yes,Yes,$169.00 ,1002
146804,7/30/2023,Aisle,MAN,shoes,311307495-131-39,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.,No,Yes,$69.90 ,1504
165158,9/16/2023,Front of Store,MAN,jackets,323675323-700-2,WASHED EFFECT BOMBER JACKET,Jacket made of technical fabric. Lapel collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Washed effect. Elasticized trim. Front zip hidden by a snap button flap.,No,No,$109.00 ,1622
110075,12/19/2022,Front of Store,MAN,jackets,320771732-800-2,WOOL BLEND FELT TEXTURE JACKET,Cropped jacket made with wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front hidden button closure.,Yes,Yes,$159.00 ,2185
111957,12/20/2023,Aisle,MAN,shoes,311307624-500-39,SUEDE PENNY LOAFERS,Loafers. Made of leather with a suede finish. Ornamental saddle detail at instep. Rounded shape. Contrasting colored sole.,No,Yes,$89.90 ,2164
119955,4/2/2023,Front of Store,MAN,jackets,323216370-422-97,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,No,No,$89.90 ,1590
110805,1/17/2023,Front of Store,MAN,jackets,321496761-800-2,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,No,Yes,$169.00 ,2477
145289,12/24/2023,End-cap,MAN,jackets,311292073-709-2,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,No,No,$109.00 ,1012
181011,12/23/2023,Aisle,MAN,shoes,322612356-505-2,HERRINGBONE TEXTURED JACKET,RETRO SNEAKERS,Yes,Yes,$89.90 ,994
198375,3/25/2023,End-cap,MAN,jackets,311297763-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,No,No,$169.00 ,2202
182157,6/7/2023,Aisle,MAN,jackets,322972485-431-46,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,No,No,$159.00 ,2421
141904,8/23/2023,End-cap,MAN,jackets,313845662-400-3,JACQUARD DENIM JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.,Yes,Yes,$109.00 ,1712
175059,8/19/2023,Aisle,,jackets,311292572-401-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,No,Yes,$49.90 ,2170
154736,12/17/2022,Front of Store,MAN,jackets,311292244-800-39,CROPPED BOMBER JACKET LIMITED EDITION,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,Yes,Yes,$19.90 ,1466
134693,3/10/2023,Aisle,MAN,jackets,311297791-800-2,LEATHER BIKER JACKET,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,No,Yes,$169.00 ,2124
141434,12/10/2023,Front of Store,MAN,jackets,311307610-400-39,FAUX LEATHER PUFFER JACKET,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,Yes,No,$39.90 ,2870
140028,6/25/2023,Aisle,MAN,jackets,329186122-800-2,OVERSIZED CROPPED JACKET LIMITED EDITION,Oversized cropped jacket. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at waist ad interior pocket. Front button closure.,Yes,Yes,$159.00 ,1260
129247,7/18/2023,Front of Store,MAN,shoes,311302532-102-39,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Laces with five pairs of eyelets. Chunky soles.,No,Yes,$69.90 ,2386
147449,3/2/2023,End-cap,MAN,shoes,316608794-802-39,SUEDE RUNNING SNEAKERS,Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.,No,No,$69.90 ,1191
183064,6/22/2023,Front of Store,MAN,jackets,311282469-505-2,POCKET OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,No,Yes,$89.90 ,1773
155674,5/28/2023,Front of Store,WOMAN,sweaters,323218942-800-2,METAL BEAD KNIT SWEATER,Round neck long sleeve sweater. Side slit at hem with metal bead appliqués.,No,No,$49.90 ,897
135857,2/17/2023,Aisle,MAN,t-shirts,311297550-251-2,VISCOSE BLEND KNIT T-SHIRT,Knit shirt in viscose blend fabric. Mock neck and short sleeves. Rib trim.,Yes,No,$45.90 ,2045
196752,1/8/2024,End-cap,MAN,t-shirts,319334070-401-2,STRUCTURED TEXT T-SHIRT,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,No,No,$45.90 ,2227
129906,1/9/2023,Aisle,MAN,jackets,311292672-800-2,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,No,No,$69.90 ,2089
172364,10/24/2023,Aisle,MAN,jackets,317782474-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,No,Yes,$169.00 ,2931
122307,12/16/2022,End-cap,MAN,t-shirts,317230892-251-3,RIBBED KNIT T-SHIRT,Cotton knit tank top. Round neck with front button closure. Rib trim.,No,No,$49.90 ,702
168837,12/30/2022,Aisle,MAN,jackets,311292194-731-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,No,No,$169.00 ,665
152985,2/11/2024,Aisle,MAN,jackets,319162032-064-2,PLAID OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,Yes,Yes,$89.90 ,1049
159182,1/22/2024,Front of Store,MAN,jackets,321993245-500-2,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,No,Yes,$169.00 ,1014
197524,8/4/2023,Aisle,MAN,jackets,330590505-500-2,PLAID OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,Yes,Yes,$49.90 ,2231
195082,1/9/2024,Front of Store,MAN,shoes,311302515-800-39,CHUNKY SOLE HIGH TOP SNEAKERS,High top sneakers. Lacing with nine pairs of eyelets. Contrasting foxing around the upper. Chunky rubberized soles.,No,No,$69.90 ,923
139789,12/24/2023,Aisle,WOMAN,sweaters,316900618-809-2,WOOL AND CASHMERE BLEND RIB SWEATER,Sweater made with 80% wool and 20% cashmere. Round neck and long sleeves.,Yes,No,$69.90 ,1094
186083,6/5/2023,End-cap,MAN,jeans,312393140-406-2,PLEATED WIDE FIT JEANS,Wide fit jeans. Adjustable interior elastic waistband with front pleats. Front pockets and back patch pockets. Washed effect. Front zip and button closure.,Yes,No,$49.90 ,624
152871,3/13/2023,End-cap,MAN,jackets,312571093-710-2,TEXTURED POCKET OVERSHIRT,Overshirt made of diagonal textured cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,Yes,No,$69.90 ,1847
198248,2/1/2023,Front of Store,MAN,jackets,311309526-800-2,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,No,Yes,$169.00 ,1644
185307,12/6/2022,Front of Store,WOMAN,sweaters,300250126-401-2,BASIC 100% WOOL SWEATER,Sweater made of 100% wool. Round neck and long sleeves. Ribbed trim.,Yes,No,$7.99 ,2743
194410,2/7/2023,End-cap,MAN,jackets,322972473-052-46,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Back vents. Front button closure.,No,No,$159.00 ,669
167981,5/28/2023,End-cap,MAN,jackets,329706743-401-46,HOUNDSTOOTH SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,No,No,$139.00 ,730
133109,9/12/2023,Front of Store,MAN,jackets,321143726-712-2,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,Yes,No,$169.00 ,2063
,,,,,,,,,,,
142257,4/10/2023,Aisle,MAN,t-shirts,315241755-800-2,BASIC SLIM FIT T-SHIRT,Slim fit shirt. Round neck and short sleeves.,Yes,Yes,$19.90 ,1180
111760,3/12/2023,End-cap,MAN,jackets,321143723-401-2,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,No,No,$169.00 ,1474
121348,11/21/2023,End-cap,MAN,t-shirts,323216360-406-2,FAUX LEATHER BOXY FIT JACKET,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,Yes,No,$169.00 ,1008
182306,2/5/2023,Front of Store,MAN,jackets,317782501-701-2,COTTON OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and side hip pockets. Front button closure.,No,No,$89.90 ,2805
151396,3/17/2024,Front of Store,MAN,jackets,323134418-800-3,CROPPED LEATHER JACKET,Leather jacket. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,Yes,Yes,$169.00 ,729
196427,12/12/2022,Aisle,MAN,jackets,320600266-745-2,WAXED EFFECT PLAID JACKET,Cropped jacket made of cotton with waxed finish. Lapel collar and long adjustable cuffed sleeves. Welt pockets at hip and interior pocket. Adjustable front drawcord hem. Front zip closure.,No,Yes,$169.00 ,1401
,,,,,,,,,,,
129152,3/28/2024,End-cap,MAN,jackets,320423517-800-2,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,No,No,$49.90 ,2356
141547,2/18/2024,End-cap,MAN,jeans,315738965-802-34,BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,No,No,$69.90 ,1426
132889,9/12/2023,Aisle,MAN,jackets,311297555-706-2,FAUX LEATHER BOXY FIT JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,Yes,Yes,$99.90 ,2265
155050,3/9/2024,Aisle,MAN,jackets,316205038-615-2,BOUCLÉ TEXTURED JACKET,Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.,Yes,No,$129.00 ,2321
173508,1/26/2024,Aisle,MAN,jackets,322410604-401-2,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,No,Yes,$129.00 ,1658
165326,7/7/2023,Aisle,MAN,t-shirts,319334069-712-2,STRUCTURED TEXT T-SHIRT,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,No,No,$45.90 ,1188
125938,6/15/2023,Aisle,WOMAN,sweaters,313890680-450-2,OVERSIZED KNIT SWEATER,Sweater made with 20% wool and 17% alpaca. Crew neck and long sleeves. Tonal rib trim.,Yes,Yes,$49.90 ,1204
134927,8/29/2023,Aisle,MAN,jackets,317129011-500-2,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,Yes,Yes,$169.00 ,2252
183574,2/24/2023,Aisle,WOMAN,sweaters,331789902-808-1,FOIL KNIT CROP SWEATER,Ribbed sweater with round neck and long sleeves. Ripped hem.,Yes,Yes,$47.90 ,1752
144497,10/2/2023,End-cap,WOMAN,sweaters,342171615-104-2,STRIPED KNIT SWEATER,Sweater with high collar and long sleeves. Front zip closure.,Yes,Yes,$49.90 ,1105
195879,6/14/2023,Front of Store,MAN,jackets,321496837-400-3,DENIM BOMBER JACKET,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,Yes,Yes,$129.00 ,2339
174041,10/27/2023,End-cap,MAN,shoes,311307489-203-39,MULTIPIECE SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with seven pairs of eyelets. Chunky sole with a combination of colors. Retro-inspired design.,No,No,$49.90 ,2016
122809,4/9/2023,End-cap,WOMAN,sweaters,344575855-982-2,WOOL BLEND KNIT SWEATER,Sweater made with 31% wool. Round neck and long sleeves. Rib trim.,Yes,No,$49.90 ,1592
131298,12/15/2022,End-cap,MAN,jackets,322612356-505-2,PLAID OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect. Front button closure.,No,Yes,$69.90 ,2133
129134,11/13/2023,Aisle,MAN,t-shirts,316715458-250-2,BASIC HEAVYWEIGHT T-SHIRT,Roomy T-shirt made of dense cotton. Round neck and short sleeves.,Yes,No,$29.90 ,1831
175927,6/11/2023,End-cap,MAN,jackets,312978838-611-2,ZIPPERED WOOL BLEND OVERSHIRT,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,Yes,No,$109.00 ,1506
199631,12/25/2022,Front of Store,MAN,jackets,327747299-800-2,STRUCTURED TWILL OVERSHIRT,Regular fit overshirt made of 22% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Side vents at hem. Front button closure.,No,Yes,$89.90 ,1269
173576,11/16/2023,End-cap,,jackets,336378923-700-2,BASIC DRYFIT T-SHIRT,,No,Yes,$129.00 ,1838
141330,11/5/2023,Aisle,MAN,t-shirts,323216369-922-2,RAISED TEXT T-SHIRT LIMITED EDITION,Full cut T-shirt with round neck and short sleeves. Front tonal raised text. Washed effect.,Yes,No,$39.90 ,1915
185154,1/6/2024,Aisle,MAN,t-shirts,311307261-712-2,ABSTRACT PRINT T-SHIRT,Full cut T-shirt with crew neck and short sleeves. Contrasting front and back prints. Washed effect.,No,Yes,$39.90 ,996
132322,12/1/2023,Front of Store,MAN,jackets,289179723-020-2,PRINTED DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and short sleeves. Front snap button closure.,No,Yes,$12.99 ,2135
134429,2/10/2023,Aisle,MAN,jeans,311303003-407-38,RIPPED STRAIGHT FIT JEANS,Straight fit jeans. Five pockets. Washed effect with rips at legs. Front button closure.,No,No,$69.90 ,2914
137121,2/24/2024,Aisle,MAN,jackets,312372602-800-2,100% FEATHER FILL PUFFER JACKET,Puffer jacket made of shiny finish technical fabric. Fill is a blend of 80% down and 20% feathers. High collar with adjustable hood and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip closure.,Yes,No,$169.00 ,656
180661,8/2/2023,Front of Store,MAN,jackets,311309598-711-2,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,Yes,No,$129.00 ,1041
177131,7/13/2023,Aisle,MAN,jackets,319502128-515-2,BOUCLE TEXTURED VEST,Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.,Yes,Yes,$69.90 ,1733
,,,,,,,,,,,
193227,12/31/2023,End-cap,MAN,sweaters,317894313-707-3,BRAIDED COLOR BLOCK SWEATER,Round neck long sleeve full cut sweater. Rib trim.,Yes,Yes,$69.90 ,1778
183537,1/28/2023,Front of Store,MAN,jackets,281883711-071-2,PAINT PRINT OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with snap button cuffs. Chest patch pockets. Side vents at hem. Front snap button closure.,Yes,Yes,$19.99 ,2434
154278,1/2/2023,End-cap,MAN,jackets,336446858-822-2,GEOMETRIC JACQUARD OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,Yes,No,$89.90 ,2749
115581,8/23/2023,Aisle,WOMAN,sweaters,336449779-104-1,STRIPED CROP KNIT SWEATER,Long sleeve high collar cropped sweater. Frayed hem.,Yes,No,$47.90 ,2728
138779,5/15/2023,Front of Store,MAN,jackets,329300083-705-48,SLIM FIT SUIT JACKET,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,Yes,Yes,$139.00 ,2801
,,,,,,,,,,,
126146,1/9/2024,Aisle,MAN,t-shirts,320326523-707-2,CROPPED WASHED T-SHIRT,Cropped fit T-shirt with round neck and short sleeves. Contrasting front and back prints. Washed effect.,No,No,$39.90 ,2759
115873,8/28/2023,End-cap,WOMAN,sweaters,311297400-803-1,CONTRAST TOPSTITCHING CROP KNIT SWEATER,V-neck cropped sweater with long sleeves. Front patch pockets. Contrast topstitching.,Yes,Yes,$59.90 ,2606
134788,5/30/2023,Front of Store,WOMAN,sweaters,324722597-400-2,FINE KNIT SWEATER,V-neck sweater with long sleeves.,No,No,$45.90 ,2179
118578,10/7/2023,End-cap,MAN,shoes,311302865-804-39,SUEDE STRAP SANDALS,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,Yes,No,$49.90 ,1678
149510,4/6/2023,Aisle,MAN,jackets,319205114-807-2,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,Yes,No,$59.90 ,1412
,,,,,,,,,,,
